title,date,image_id,page_url,caption
Saturn’s Ring System,1980-11-12,PIA02269,https://photojournal.jpl.nasa.gov/catalog/PIA02269,"Eight hours after its closest approach to Saturn on Nov. 12, 1980, Voyager 1 took this picture of the planet's ring system. Major features of the rings are clearly seen: from the top of the image down is the bright F-ring, the A-ring, the Cassini Division, the broad B-ring, and the C-ring (dark gray area). The spacecraft took this picture at a distance of 720,000 kilometers (446,000 miles) from an angle approximately 30 degrees above the ring plane. The unique lighting in this view brings out the many hundreds of bright and dark ringlets that make up this very thin, phonograph record-like ring system. The dark spokelike features seen in images taken during approach to Saturn now appear as bright streaks, indicating that they possess a strong forward-scattering property."
Ganymede,1979-03-05,PIA02278,https://photojournal.jpl.nasa.gov/catalog/PIA02278,"This picture of Ganymede, Jupiter's largest satellite, was taken by Voyager 1 on the afternoon of March 5, 1979 from a range of 253,000 kilometers (151,800 miles). The picture is centered at 66 south latitude and 3 longitude and shows the south western limb region of Ganymede. The smallest features visible are about 2.5 kilometers (1.5 miles) across. The surface shows numerous impact craters, many of which have extensive bright ray systems. Light bands traversing the surface contain alternating bright and dark lines which probably represent deformation of the icy central material."
Rhea - Multiple Impact Craters,1980-11-12,PIA02270,https://photojournal.jpl.nasa.gov/catalog/PIA02270,"Multiple impact craters are seen on the ancient surface of Saturn's moon Rhea in this picture taken by Voyager 1 on Nov. 12, 1980 at a range of 73,000 kilometers (45,000 miles). The craters closely resemble those on Mercury and Earth's Moon. Many of the craters have central peaks formed by rebound of the floor during the explosive formation of the crater. The craters are old and degraded by later impacts. Crater diameters seen are as large as approximately 75 kilometers (45 miles). Many have sharp rims and appear relatively fresh while others are very shallow and have subdued rims, indicative of their antiquity."
Io 2x2 Mosaic,2000-06-08,PIA02294,https://photojournal.jpl.nasa.gov/catalog/PIA02294,"Perhaps the most spectacular of all the Voyager photos of Io is this mosaic obtained by Voyager 1 on March 5 at a range of 400,000 kilometers. A great variety of color and albedo is seen on the surface, now thought to be the result of surface deposits of various forms of sulfur and sulfur dioxide. The two great volcanoes Pele and Loki (upper left) are prominent."
Voyager 1 “Blue Movie”,2000-12-19,PIA02855,https://photojournal.jpl.nasa.gov/catalog/PIA02855,"This is the original Voyager ""Blue Movie"" (so named because it was built from Blue filter images). It records the approach of Voyager 1 during a period of over 60 Jupiter days. Notice the difference in speed and direction of the various zones of the atmosphere. The interaction of the atmospheric clouds and storms shows how dynamic the Jovian atmosphere is."
Voyager Approaches Final Frontier (Artist’s Concept),2003-12-12,PIA04927,https://photojournal.jpl.nasa.gov/catalog/PIA04927,"An artist's concept illustrates the positions of the Voyager spacecraft in relation to structures formed around our Sun by the solar wind. Also illustrated is the termination shock, a violent region the spacecraft must pass through before reaching the outer limits of the solar system. At the termination shock, the supersonic solar wind abruptly slows from an average speed of 400 kilometers per second to less than 100 kilometer per second (900,000 to less than 225,000 miles per hour). Beyond the termination shock is the solar system's final frontier, the heliosheath, a vast region where the turbulent and hot solar wind is compressed as it presses outward against the interstellar wind that is beyond the heliopause. A bow shock likely forms as the interstellar wind approaches and is deflected around the heliosphere, forcing it into a teardrop-shaped structure with a long, comet-like tail."
Cassini’s Closest Enceladus Flyby,2005-02-17,PIA06205,https://photojournal.jpl.nasa.gov/catalog/PIA06205,"This map of the surface of Saturn's moon Enceladus illustrates the regions that will be imaged by the Cassini spacecraft's second very close flyby on March 9, 2005. At closest approach, the spacecraft is expected to pass approximately 500 kilometers (310 miles) above the moon's surface. This is Cassini's closest planned approach to Enceladus during the four-year primary mission.Enceladus is 505 kilometers (314 miles) across."
"Amalthea, A Rubble-Pile Moon",2002-11-05,PIA07248,https://photojournal.jpl.nasa.gov/catalog/PIA07248,"These images of Jupiter's moon Amalthea were taken with NASA's Galileo and Voyager spacecraft. Recent findings show that Amalthea is almost pure water ice, hinting that it may not have formed where it now orbits. This information challenges long-held theories about how moons form around giant planets."
Cassini’s Close Look at Tethys,2005-09-20,PIA07733,https://photojournal.jpl.nasa.gov/catalog/PIA07733,"This map of the surface of Saturn's moon Tethys illustrates the regions that will be imaged by Cassini during the spacecraft's close flyby of the moon on Sept. 24, 2005. At closest approach, the spacecraft is expected to pass approximately 1,500 kilometers (930 miles) above the moon's surface. Tethys is 1,071 kilometers (665 miles) across."
D Ring Revelations (Inset image),2005-05-21,PIA07715,https://photojournal.jpl.nasa.gov/catalog/PIA07715,This view is part of a montage of images from the NASA Cassini and Voyager missions shown in PIA07714. The inset image from the montage is presented here by itself and in its original orientation.
D Ring Revelations,2005-05-03,PIA07714,https://photojournal.jpl.nasa.gov/catalog/PIA07714,This montage of images from the NASA Cassini and Voyager missions shows that structural evolution has occurred in Saturn's D ring (the innermost ring) during the quarter century separating the two missions. The inset image reveals structure with an unprecedented level of fine detail.
Weak and Strong Plasma Oscillation Signals,2021-05-11,PIA24572,https://photojournal.jpl.nasa.gov/catalog/PIA24572,"Weak but nearly continuous plasma oscillation events — visible as a thin red line in this graphic — connect stronger events in Voyager 1's Plasma Wave Subsystem data. The filtered data shows weaker signals while the alternate graph, with blue background, shows only the strong signals (Figure 1)."
Pale Blue Dot Revisited,1990-02-14,PIA23645,https://photojournal.jpl.nasa.gov/catalog/PIA23645,"For the 30th anniversary of one of the most iconic images taken by NASA's Voyager mission, a new version of the image known as ""the Pale Blue Dot."""
Voyager 1 Perspective for Family Portrait,2020-02-12,PIA23681,https://photojournal.jpl.nasa.gov/catalog/PIA23681,"This simulated view, made using NASA's Eyes on the Solar Systemapp, approximates Voyager 1's perspective when it took its final series of images known as the ""Family Portrait of the Solar System,"" including the ""Pale Blue Dot"" image. Figure 1 shows the location of each image."
Voyager: Installing the Golden Record,2017-07-05,PIA21740,https://photojournal.jpl.nasa.gov/catalog/PIA21740,Engineers secure the cover over the Voyager 1 Golden Record in archival image from 1977.
Voyager: Preparing the Golden Record,2017-07-05,PIA21741,https://photojournal.jpl.nasa.gov/catalog/PIA21741,The Voyager 1 Golden Record is prepared for installation on the spacecraft.
Voyager 1 Launch,1977-09-05,PIA21747,https://photojournal.jpl.nasa.gov/catalog/PIA21747,"NASA's Voyager 1 spacecraft launched atop its Titan/Centaur-6 launch vehicle from the Kennedy Space Center Launch Complex in Florida on September 5, 1977, at 8:56 a.m. local time."
Voyager 1 Launch,1977-09-05,PIA21746,https://photojournal.jpl.nasa.gov/catalog/PIA21746,"NASA's Voyager 1 spacecraft launched atop its Titan/Centaur-6 launch vehicle from the Kennedy Space Center Launch Complex in Florida on September 5, 1977, at 8:56 a.m. local time."
Voyager 1’s Launch Vehicle,1977-09-05,PIA21739,https://photojournal.jpl.nasa.gov/catalog/PIA21739,"The Titan/Centaur-6 launch vehicle was moved to Launch Complex 41 at Kennedy Space Center in Florida to complete checkout procedures in preparation for launch. The photo is dated January 1977. This launch vehicle carried Voyager 1 into space on September 5, 1977."
Magnetic Field Line Pile-Up (Artist’s Concept),2013-02-12,PIA16734,https://photojournal.jpl.nasa.gov/catalog/PIA16734,"This artist's concept shows NASA's Voyager 1 spacecraft in a new region at the edge of our solar system where the magnetic field lines generated by our sun are piling up and intensifying. Voyager 1 is in an area scientists are calling the depletion region where the magnetic field acts as a kind of ""magnetic highway."" In this region, energetic ions from inside the heliosphere, the magnetic bubble that the sun blows around itself, escape out, and energetic ions from interstellar space zoom in. (To learn more about how this region acts as a magnetic highway, see PIA16486.) The depletion region is the outermost known layer of the heliosphere."
Transitional Regions at the Heliosphere’s Outer Limits,2012-08-25,PIA17034,https://photojournal.jpl.nasa.gov/catalog/PIA17034,"This artist's concept shows NASA's Voyager 1 spacecraft exploring a region called the ""depletion region"" or ""magnetic highway"" at the outer limits of our heliosphere, the bubble the sun blows around itself. In this region, the magnetic field lines generated by our sun (yellow arcs) are piling up and intensifying and low-energy charged particles that are accelerated in the heliosphere's turbulent outer layer (green dots) have disappeared. Scientists think the depletion region is the last region Voyager 1 has to cross before reaching interstellar space, which is the space between stars. Voyager 1 passed a shockwave known as the termination shock in 2004, where solar wind suddenly slowed down and became turbulent. In 2010, it then passed into an area called the ""stagnation region"" where the outward velocity of the solar wind slowed to zero and sporadically reversed direction. In the slow-down and stagnation regions, the prevalence of low-energy charged particles from our heliosphere jumped dramatically and is indicated by the green dots."
Voyager Signal Spotted By Earth Radio Telescopes,2013-02-21,PIA17047,https://photojournal.jpl.nasa.gov/catalog/PIA17047,"The signal of NASA's Voyager 1 spacecraft -- the most distant human-made object -- has been spotted from Earth by the National Radio Astronomy Observatory's 5,000-mile-wide (8,000-kilometer-wide) Very Long Baseline Array (VLBA), which links radio telescopes from Hawaii to St. Croix."
Heading toward Gliese 445,1998-04-22,PIA17461,https://photojournal.jpl.nasa.gov/catalog/PIA17461,Figure 1   Click on the image for larger version
Voyager 1 Entering Interstellar Space (Artist Concept),2013-09-12,PIA17462,https://photojournal.jpl.nasa.gov/catalog/PIA17462,"This artist's concept depicts NASA's Voyager 1 spacecraft entering interstellar space, or the space between stars. Interstellar space is dominated by the plasma, or ionized gas, that was ejected by the death of nearby giant stars millions of years ago. The environment inside our solar bubble is dominated by the plasma exhausted by our sun, known as the solar wind."
Voyager Goes Interstellar (Artist Concept),2012-08-25,PIA17046,https://photojournal.jpl.nasa.gov/catalog/PIA17046,"This artist's concept puts solar system distances in perspective. The scale bar is in astronomical units, with each set distance beyond 1 AU representing 10 times the previous distance. One AU is the distance from the sun to the Earth, which is about 93 million miles or 150 million kilometers. Neptune, the most distant planet from the sun, is about 30 AU."
Mystery of the Interstellar Magnetic Field (Artist’s Concept),2013-09-12,PIA17442,https://photojournal.jpl.nasa.gov/catalog/PIA17442,"Scientists expected Voyager 1 to measure magnetic field lines traveling in the directions shown by the artist's concept at left, as it crossed into interstellar space. Instead the spacecraft detected much less dramatic changes to the magnetic field lines as indicated by the data on right."
Observed Change in Density Shows Voyager is in Interstellar Space,2013-09-12,PIA17441,https://photojournal.jpl.nasa.gov/catalog/PIA17441,"How did scientists know that Voyager entered interstellar space? An increase in the density of charged particles was the key piece of evidence. Our sun sits in a bubble, called the heliosphere, carved out by wind emitted from the hot sun. Beyond this bubble, within which all the planets orbit, is interstellar space -- the region filled with plasma and neutral gas between the stars. In this local region of interstellar space, the gas is warm and filled with a mixture of charged particles and neutral hydrogen that are much more dense than the diluted solar wind inside the bubble."
Moving into Interstellar Space (Artist Concept),2013-09-12,PIA17460,https://photojournal.jpl.nasa.gov/catalog/PIA17460,"This artist's concept shows the outer layers of our solar bubble, or heliosphere, and nearby interstellar space. NASA's Voyager 1 is currently exploring a region of interstellar space, which is the space between stars that still feels charged particle and magnetic field influences from the heliosphere. The magnetic field lines (yellow arcs) appear to lie in the same general direction as the magnetic field lines emanating from our sun."
Voyager 1 Launch (1977),2013-09-19,PIA17464,https://photojournal.jpl.nasa.gov/catalog/PIA17464,"This photograph from Sept. 5, 1977, shows the launch of NASA's Voyager 1 spacecraft from NASA's Kennedy Space Center at Cape Canaveral, Fla."
Water Vapor Over Europa,2013-12-12,PIA17660,https://photojournal.jpl.nasa.gov/catalog/PIA17660,This graphic shows the location of water vapor detected over Europa's south pole in observations taken by NASA's Hubble Space Telescope in December 2012. This is the first strong evidence of water plumes erupting off Europa's surface.
Solar and Interstellar Magnetic Fields (Artist’s Concept),2012-12-03,PIA16485,https://photojournal.jpl.nasa.gov/catalog/PIA16485,"This artist's concept shows the different expected directions of the magnetic fields in interstellar space (black lines) and the magnetic field emanating from our sun (white lines). NASA's Voyager 1 spacecraft is traveling northward out of the heliosphere, which is the bubble of charged particles the sun blows around itself. Voyager 2 is traveling southward out of the heliosphere."
Low-Energy Charged Particle Instrument Assembly,2012-12-03,PIA16487,https://photojournal.jpl.nasa.gov/catalog/PIA16487,"This image shows the low-energy charged particle instrument before it was installed on one of NASA's Voyager spacecraft in 1977. The instrument includes a stepper motor that turns the platform on which the sensors are mounted, so that the field of view rotates through 360 degrees. This motor was tested for 500,000 steps, enough to reach the orbit of Saturn, and has now completed over 6 million steps. The old-fashioned capacitor bank underneath the motor stores energy needed to provide a 15.7-watt pulse every 192 seconds."
Location of Low-Energy Charged Particle Instrument,2012-12-03,PIA16484,https://photojournal.jpl.nasa.gov/catalog/PIA16484,Low-energy Charged Particle Instrument   Click on the image for larger version
Plasma Flow Near Voyager 1 (Artist Animation),2012-12-03,PIA16483,https://photojournal.jpl.nasa.gov/catalog/PIA16483,Click on the image for the animation
The Sun’s Southern Wind Flows Northward (Artist’s Concept),2012-07-21,PIA16482,https://photojournal.jpl.nasa.gov/catalog/PIA16482,Annotated Version   Click on the image for larger annotated version
Magnetic Field Lines Intensifying (Artist’s Concept),2011-12-16,PIA15178,https://photojournal.jpl.nasa.gov/catalog/PIA15178,Figure 1   Click on the image for larger view
Low-Energy Particles Leaking out of the Solar System (Artist’s Concept),2011-12-16,PIA15176,https://photojournal.jpl.nasa.gov/catalog/PIA15176,"This artist's concept shows NASA's Voyager 1 spacecraft in a new region at the edge of our solar system where there are fewer low energy particles that originate from inside our solar system. Voyager 1 is in an area scientists are calling the stagnation region, at the outer layer of the heliosphere, or magnetic bubble that the sun blows around itself. Voyager 1 passed the termination shock in 2004 into the heliosheath, where the solar wind dramatically slows down and becomes turbulent. That area has the highest bombardment of higher energy particles from inside our solar system and their intensity held steady until mid-2010, when they sharply diminished to half the amount. The reduction indicates that these particles may be leaking to interstellar space and the spacecraft is nearing the space between stars."
Energetic Particles from Outside our Solar System Increase (Artist’s Concept),2011-12-16,PIA15177,https://photojournal.jpl.nasa.gov/catalog/PIA15177,"This artist's concept shows NASA's Voyager 1 spacecraft in a new region at the edge of our solar system where the amount of high-energy particles diffusing into our solar system from outside has increased. Voyager 1 is in an area scientists are calling the stagnation region, at the outer layer of the heliosphere, or magnetic bubble that the sun blows around itself. These energetic particles, which are cosmic rays in interstellar space, have increased 100 times between the time Voyager 1 passed the termination shock in 2004 and mid-2010, when the spacecraft entered the new region. The termination shock is where the solar wind dramatically slows down and becomes turbulent. The spacecraft has detected a steadily increasing abundance of the cosmic ray particles since Voyager 1 first crossed the termination shock. The increase indicates that Voyager 1 is approaching interstellar space."
Voyager 1 Encounters Stagnation Region (Artist’s Concept),2011-12-05,PIA15173,https://photojournal.jpl.nasa.gov/catalog/PIA15173,"NASA's Voyager 1 spacecraft has entered a new region between our solar system and interstellar space, which scientists are calling the stagnation region. In the stagnation region, the wind of charged particles streaming out from our sun has slowed and turned inward for the first time, our solar system's magnetic field has piled up and higher-energy particles from inside our solar system appear to be leaking out into interstellar space. This image shows that the inner edge of the stagnation region is located about 113 astronomical units (10.5 billion miles or 16.9 billion kilometers) from the sun. Voyager 1 is currently about 119 astronomical units (11 billion miles or 17.8 billion kilometers) from the sun. The distance to the outer edge is unknown."
